# harvest data for the sample database.
#
# Harvest logs from FarmData for Jan 1, 2019 to July 15, 2020.
# The fields are:
#  0: "id"
#  1: "username"
#  2: "gen"
#  3: "hardate"
#  4: "fieldID"
#  5: "crop"
#  6: "yield"
#  7: "unit"
#  8: "hours"
#  9: "comments"
# 10: blank
#
# Notes:
#  - There are a few harvests in this file for STRAWBERRIES, ASPARAGUS
#    and ROSEMARY that do not have matching plantings in the Jan 1, 2019 - 
#    July 15, 2020 time frame.  Their earlier plantings were added to the 
#    directSeedings.csv file.
#  - Harvests for KALE from area K in 2019 that appear in this file
#    are remapped by addHarvests.py to one of ["CHUAU-4","T", "O", "J", "Z", "W", "ALF-4"]
#    because there is no record of KALE in area K at that time.
#  - Harvests for BRUSSEL SPROUTS in area K in 2019 that appear in this 
#    file are remapped by addHarvests.py to J becasue there is no record
#    of BRUSSLE SPROUTS in J at that time.

"9488","horowitk","1","2019-06-05","JASMINE-1","LETTUCE, GREEN","24","HEAD","0.02","",
"9489","horowitk","1","2019-06-05","SQ10","STRAWBERRY","7","QUART","0.0166667","From Alf 2 for DH",
"9490","horowitk","1","2019-06-05","JASMINE-4","SPINACH","13","POUND","0.0166667","For DH",
"9491","horowitk","1","2019-06-05","T","LETTUCE, MES MIX","27","POUND","0.0166667","For DH",
"9492","binhammm","1","2019-06-06","JASMINE-5","LETTUCE, MES MIX","15","POUND","0.0166667","4 lbs picked and left over from yesterdayâ€™s harvest",
"9493","binhammm","1","2019-06-06","JASMINE-1","LETTUCE, ROMAINE","9.375","POUND","0.02","",
"9494","binhammm","1","2019-06-06","JASMINE-3","RADISH","6","BUNCH","0.0166667","",
"9495","hutchinl","1","2019-06-06","P","LETTUCE, GREEN","3","HEAD","0.0166667","",
"9496","hutchinl","1","2019-06-06","CHUAU-4","CHARD","18","BUNCH","0.0166667","",
"9497","hutchinl","1","2019-06-06","T","KALE","32","BUNCH","0.0166667","Also 1 bunch Tuscan kale only",
"9498","halpinj","1","2019-06-06","GHANA-4","SCALLION","27","BUNCH","0.02","",
"9499","hutchinl","1","2019-06-06","CHUAU-1","TURNIP","17","BUNCH","0.0166667","",
"9500","hutchinl","1","2019-06-06","CHUAU-4","COLLARDS","13","BUNCH","0.0166667","",
"9501","hutchinl","1","2019-06-06","CHUAU-3","CARROT","19","BUNCH","0.0166667","",
"9502","hutchinl","1","2019-06-06","GHANA-1","HERB - CILANTRO","22","BUNCH","0.02","",
"9503","hutchinl","1","2019-06-06","JASMINE-3","HERB - DILL","2","BUNCH","0.0166667","",
"9504","hutchinl","1","2019-06-06","P","FENNEL","2","BUNCH","0.0166667","",
"9505","horowitk","1","2019-06-10","GHANA-3","LETTUCE, MES MIX","25","POUND","0.02","",
"9506","horowitk","1","2019-06-10","JASMINE-4","SPINACH","10","POUND","0.0166667","",
"9507","horowitk","1","2019-06-10","P","SPINACH","17","POUND","0.0166667","",
"9508","horowitk","1","2019-06-10","S","CABBAGE","25","EACH","0.0166667","",
"9509","horowitk","1","2019-06-10","T","KALE","12","BUNCH","0.0166667","1/2 Dino and 1/2 curly for market;
5 bunches curly; 10 bunches Dino ",
"9510","horowitk","1","2019-06-10","T","KALE","5","BUNCH","0.0166667","1/2 Dino and 1/2 curly for market;
5 bunches curly; 10 bunches Dino ",
"9511","horowitk","1","2019-06-10","T","KALE","10","BUNCH","0.0166667","1/2 Dino and 1/2 curly for market;
5 bunches curly; 10 bunches Dino ",
"9512","horowitk","1","2019-06-10","P","FENNEL","11.6667","BUNCH","0.02","",
"9513","horowitk","1","2019-06-10","P","LETTUCE, GREEN","35","HEAD","0.0166667","",
"9514","horowitk","1","2019-06-10","P","LETTUCE, RED","30","HEAD","0.0166667","",
"9515","halpinj","1","2019-06-10","CHUAU-4","COLLARDS","20","BUNCH","0.0166667","",
"9516","horowitk","1","2019-06-10","O","BOKCHOY","30","HEAD","0.0166667","",
"9517","horowitk","1","2019-06-10","O","DANDILION","13","BUNCH","0.0166667","",
"9518","horowitk","1","2019-06-10","T","ENDIVE","4","POUND","0.0166667","",
"9519","halpinj","1","2019-06-10","CHUAU-4","KALE","23","BUNCH","0.0166667","",
"9520","halpinj","1","2019-06-10","CHUAU-4","CHARD","28","BUNCH","0.0166667","",
"9521","halpinj","1","2019-06-10","CHUAU-4","COLLARDS","5","BUNCH","0.0166667","",
"9522","halpinj","1","2019-06-10","GHANA-1","HERB - CILANTRO","20","BUNCH","0.02","",
"9523","halpinj","1","2019-06-10","JASMINE-3","HERB - DILL","20","BUNCH","0.0166667","",
"9524","horowitk","1","2019-06-10","CHUAU-2","SCALLION","48","BUNCH","0.0166667","",
"9525","horowitk","1","2019-06-10","S","KOHLRABI","30","BUNCH","0.0166667","",
"9526","hutchinl","1","2019-06-13","T","LETTUCE, MES MIX","26","POUND","0.0166667","1 pound endive;
2 heads radicchio ",
"9527","hutchinl","1","2019-06-13","T","SPINACH","9.5","POUND","0.0166667","",
"9528","binhammm","1","2019-06-13","T","CABBAGE","9","EACH","0.0166667","",
"9529","ryanv","1","2019-06-13","T","KALE","16","BUNCH","0.0166667","",
"9530","ryanv","1","2019-06-13","P","LETTUCE, GREEN","6","HEAD","0.0166667","",
"9531","hutchinl","1","2019-06-13","T","FENNEL","10.3333","BUNCH","0.0166667","",
"9532","ryanv","1","2019-06-13","P","LETTUCE, RED","1","HEAD","0.0166667","",
"9533","binhammm","1","2019-06-13","S","KOHLRABI","7.66667","BUNCH","0.0166667","",
"9534","hutchinl","1","2019-06-13","O","BOKCHOY","15","HEAD","0.0166667","",
"9535","binhammm","1","2019-06-13","T","FENNEL","31","BUNCH","0.0166667","",
"9536","binhammm","1","2019-06-13","S","KOHLRABI","7.66667","BUNCH","0.0166667","",
"9537","binhammm","1","2019-06-13","CHUAU-4","CHARD","23","BUNCH","0.0166667","",
"9538","horowitk","1","2019-06-13","GHANA-1","HERB - CILANTRO","21","BUNCH","0.02","",
"9539","hutchinl","1","2019-06-13","CHUAU-1","TURNIP","19","BUNCH","0.0166667","",
"9540","binhammm","1","2019-06-13","CHUAU-4","COLLARDS","22","BUNCH","0.0166667","",
"9541","horowitk","1","2019-06-13","JASMINE-3","HERB - DILL","15","BUNCH","0.0166667","",
"9542","binhammm","1","2019-06-13","CHUAU-3","CARROT","27","BUNCH","0.0166667","",
"9543","hutchinl","1","2019-06-13","JASMINE-1","LETTUCE, ROMAINE","9.375","POUND","0.02","",
"9544","horowitk","1","2019-06-13","CHUAU-2","SCALLION","45","BUNCH","0.0166667","",
"9545","binhammm","1","2019-06-17","T","LETTUCE, MES MIX","25","POUND","0.0166667","Added 3 lbs for DS order",
"9546","horowitk","1","2019-06-17","T","ENDIVE","3.74332","POUND","0.0166667","",
"9547","horowitk","1","2019-06-17","T","RADDICHIO","7.04225","POUND","0.0166667","",
"9548","horowitk","1","2019-06-17","CHUAU-3","CARROT","35","BUNCH","0.0166667","",
"9549","binhammm","1","2019-06-17","P","SPINACH","30","POUND","0.0166667","",
"9550","horowitk","1","2019-06-17","O","DANDILION","10","BUNCH","0.0166667","",
"9551","horowitk","1","2019-06-17","JASMINE-1","LETTUCE, ROMAINE","18.75","POUND","0.02","",
"9552","tongt","1","2019-06-17","CHUAU-4","COLLARDS","25","BUNCH","0.0166667","",
"9553","ryanv","1","2019-06-17","O","KALE","38","BUNCH","0.0166667","",
"9554","horowitk","1","2019-06-17","P","LETTUCE, GREEN","30","HEAD","0.0166667","",
"9555","horowitk","1","2019-06-17","CHUAU-2","SCALLION","47","BUNCH","0.0166667","",
"9556","binhammm","1","2019-06-17","CHUAU-4","CHARD","30","BUNCH","0.0166667","",
"9557","ryanv","1","2019-06-17","O","BOKCHOY","25","HEAD","0.0166667","",
"9558","ryanv","1","2019-06-17","T","FENNEL","15.6667","BUNCH","0.0166667","",
"9559","horowitk","1","2019-06-17","T","CABBAGE","30","EACH","0.0166667","Half purple half green",
"9560","ryanv","1","2019-06-17","P","FENNEL","47","BUNCH","0.02","",
"9561","binhammm","1","2019-06-17","CHUAU-1","TURNIP","33","BUNCH","0.0166667","",
"9562","tongt","1","2019-06-17","S","KOHLRABI","35","BUNCH","0.0166667","",
"9563","horowitk","1","2019-06-17","ALF 1","SUMMER SQUASH","20","POUND","0.0166667","",
"9564","horowitk","1","2019-06-17","S","BEET","30","BUNCH","0.0166667","",
"9565","ryanv","1","2019-06-17","ALF 1","ZUCCHINI","31","POUND","0.0166667","",
"9566","horowitk","1","2019-06-17","O","LETTUCE, RED","30","HEAD","0.0166667","",
"9567","ryanv","1","2019-06-17","N","RADISH","35","BUNCH","0.0166667","",
"10997","ryanv","1","2019-06-17","JASMINE-1","LETTUCE, ROMAINE","12.5","POUND","0.0166667","",
"9568","horowitk","1","2019-06-18","P","LETTUCE, ROMAINE","31.25","POUND","0.0166667","",
"9569","horowitk","1","2019-06-18","P","HERB - CILANTRO","10","BUNCH","0.0166667","",
"9570","horowitk","1","2019-06-18","P","HERB - DILL","10","BUNCH","0.0166667","",
"9571","horowitk","1","2019-06-19","ALF 1","ZUCCHINI","31","POUND","0.0166667","",
"9572","horowitk","1","2019-06-19","ALF 1","SUMMER SQUASH","21.75","POUND","0.0166667","",
"9573","horowitk","1","2019-06-19","SQ10","STRAWBERRY","2.5","QUART","0.0166667","From Alf 2 ",
"9574","binhammm","1","2019-06-20","S","LETTUCE, MES MIX","25","POUND","0.0166667","5 lbs for DS",
"9575","binhammm","1","2019-06-20","T","RADDICHIO","2.8169","POUND","0.0166667","",
"9576","horowitk","1","2019-06-20","T","RADDICHIO","2","POUND","0.0166667","",
"9577","ryanv","1","2019-06-20","N","SPINACH","7","POUND","0.02","",
"9578","binhammm","1","2019-06-20","P","LETTUCE, ROMAINE","2.5","POUND","0.0166667","",
"9579","binhammm","1","2019-06-20","P","LETTUCE, RED","15","HEAD","0.0166667","",
"9580","binhammm","1","2019-06-20","T","ENDIVE","2","POUND","0.0166667","",
"9581","binhammm","1","2019-06-20","S","CABBAGE","1","EACH","0.0166667","Barn ",
"9582","ryanv","1","2019-06-20","O","LETTUCE, GREEN","25","HEAD","0.0166667","",
"9583","horowitk","1","2019-06-20","O","DANDILION","1","BUNCH","0.0166667","",
"9584","binhammm","1","2019-06-20","O","BOKCHOY","6","HEAD","0.0166667","",
"9585","tongt","1","2019-06-20","S","KOHLRABI","3.66667","BUNCH","0.0166667","",
"9586","horowitk","1","2019-06-20","P","HERB - CILANTRO","6","BUNCH","0.0166667","",
"9587","horowitk","1","2019-06-20","P","HERB - DILL","3","BUNCH","0.0166667","",
"9588","binhammm","1","2019-06-20","T","FENNEL","16","BUNCH","0.0166667","",
