# Direct seeding data for the sample database.
#
# Direct seeding logs from FarmData for Jan 1, 2019 to July 15, 2020.
# The fields are:
# 0  "id"
# 1  "plantdate"
# 2  "crop"
# 3  "fieldID"
# 4  "bedft"
# 5  "rowsBed"
# 6  "rowft"
# 7  "beds"
# 8  "hours"
# 9  "comments"
# 10 "gen"
# 11 "username"
# 12 "annual"
# 13 "lastHarvest"
# 14 blank due to trailing comma
#
# Notes:
#  - records with multiple seed codes in the comments field will be split into
#    multiple seeding logs asspciated with the same planting.
#  - Added record 1033 for asparagus seeding from 2017 so it can be associated with 
#    its harvest logs in 2019. 
#  - Added record 1091 for rosemary seeding in TEACHING bed so that it can be associated
#    with its harvest in 2019.
#  - Added record 1130 for strawberry seeding from 2017 so it can be associatd with
#    the harvets logs in 2019.


"1277","2019-04-12","LETTUCE, MES MIX","JASMINE-5","88","5","440","1","0.25","Mixed Varieties ;Seed Code: LX-18-2-OG (RED SALAD BOWL) - 44.0 bed feet;Seed Code: LX-18-3-UT (TANGO) - 44.0 bed feet","1","nelsonw","1","2019-12-31",
"1278","2019-04-12","SPINACH","JASMINE-4","88","3","264","1","0.166667","Seed Code: SH-19-3-UT (SPACE) - 88.0 bed feet","1","nelsonw","1","2019-12-31",
"1279","2019-04-12","HERB - DILL","GHANA-3","14","5","70","0.1590909090909091","0.0833333","Seed Code: HL-19-1-OG (BOUQUET) - 14.0 bed feet","1","nelsonw","1","2019-12-31",
"1280","2019-04-12","TURNIP","CHUAU-1","30","3","90","0.32608695652173914","0.166667","Seed Code: TP-18-2-UT (HAKUREI) - 30.0 bed feet","1","nelsonw","1","2019-12-31",
"1281","2019-04-19","LETTUCE, MES MIX","JASMINE-3","40","5","200","0.45454545454545453","0.166667","Mixed varieties;Seed Code: LX-17-3-UT (TANGO) - 20.0 bed feet;Seed Code: LX-18-2-OG (RED SALAD BOWL) - 20.0 bed feet","1","nelsonw","1","2019-12-31",
"1282","2019-04-19","RADISH","JASMINE-3","20","5","100","0.22727272727272727","0.166667","3 rows nelson;
3 rows pink beauty;Seed Code: RH-19-1-UT (NELSON) - 10.0 bed feet;Seed Code: RH-18-4-OG (PINK BEAUTY) - 10.0 bed feet","1","nelsonw","1","2019-12-31",
"1283","2019-04-19","HERB - CILANTRO","JASMINE-3","12","5","60","0.13636363636363635","0.0833333","Seed Code: HO-16-1-OG (DCF CILANTRO) - 12.0 bed feet","1","nelsonw","1","2019-12-31",
"1284","2019-04-19","HERB - DILL","JASMINE-3","12","5","60","0.13636363636363635","0.0833333","Seed Code: HL-19-1-OG (BOUQUET) - 12.0 bed feet","1","nelsonw","1","2019-12-31",
"1285","2019-04-23","SPINACH","GHANA-4","82","3","246","0.8541666666666666","0.166667","Seed Code: SH-19-3-UT (SPACE) - 82.0 bed feet","1","nelsonw","1","2019-12-31",
"1286","2019-04-23","PEA, SNAP","S","200","2","400","0.9049773755656109","0.0166667","Seed Code: PP-17-1-OG (SUGAR SNAP) - 200.0 bed feet","1","nelsonw","1","2019-12-31",
"1287","2019-04-23","BEET","S","150","3","450","0.6787330316742082","0.0166667","Seed Code: BT-19-3-OG (EARLY WONDER) - 150.0 bed feet","1","nelsonw","1","2019-12-31",
"1288","2019-04-23","CARROT","S","250","3","750","1.1312217194570136","0.0166667","Seed Code: CT-19-1-OG (YAYA) - 250.0 bed feet","1","nelsonw","1","2019-12-31",
"1289","2019-04-23","LETTUCE, MES MIX","S","125","3","375","0.5656108597285068","0.0166667","Mixed varieties ;Seed Code: LX-18-3-UT (TANGO) - 62.5 bed feet;Seed Code: LX-18-2-OG (RED SALAD BOWL) - 62.5 bed feet","1","nelsonw","1","2019-12-31",
"1290","2019-04-23","ONION SPRING","GHANA-4","10","1","10","0.10416666666666667","0.5","Seed Code: N/A (No Variety) - 10.0 bed feet","1","nelsonw","1","2019-12-31",
"1295","2019-05-01","PEA, SNAP","T","250","1","250","1.6025641025641026","0.166667","reseeded snap pea 1 due to low germination and sheep damage;Seed Code: PP-17-1-OG (SUGAR SNAP) - 250.0 bed feet","1","nelsonw","1","2019-12-31",
"1366","2019-05-01","POTATO","U","1900","1","1900","4.986876640419948","0.0666667","Field U:;First two and a half rows (half row from eastern side) southern rows are russet ;Row 2.5 to 5 are leftover from last years harvest;Seed Code: N/A (No Variety) - 1.0 bed feet","1","horowitk","1","2019-12-31",
"1291","2019-05-02","SPINACH","P","135","3","405","0.6617647058823529","0.166667","Seed Code: SH-19-3-UT (SPACE) - 135.0 bed feet","1","nelsonw","1","2019-12-31",
"1292","2019-05-02","RADISH","P","25","3","75","0.12254901960784313","0.0833333","Seed Code: RH-18-4-OG (PINK BEAUTY) - 25.0 bed feet","1","nelsonw","1","2019-12-31",
"1293","2019-05-02","HERB - CILANTRO","P","18","3","54","0.08823529411764706","0.0833333","Seed Code: HO-17-1-OG (DCF CILANTRO) - 18.0 bed feet","1","nelsonw","1","2019-12-31",
"1294","2019-05-02","HERB - DILL","P","18","3","54","0.08823529411764706","0.0833333","Seed Code: HL-19-1-OG (BOUQUET) - 18.0 bed feet","1","nelsonw","1","2019-12-31",
"1350","2019-05-02","POTATO","Q","3420","1","3420","8.952879581151832","0.0166667","pls update - not sure what varieties/bed feet was.. JH;Seed Code: N/A (No Variety) - 3040.0 bed feet","1","halpinj","1","2019-12-31",
"1296","2019-05-07","LETTUCE, MES MIX","O","123","3","369","0.6612903225806451","0.166667","Mixed varieties ;Seed Code: LX-18-2-OG (RED SALAD BOWL) - 41.0 bed feet;Seed Code: LX-17-4-UT (SALAD BOWL) - 41.0 bed feet;Seed Code: LX-18-3-UT (TANGO) - 41.0 bed feet","1","nelsonw","1","2019-12-31",
"1297","2019-05-07","TURNIP","O","60","3","180","0.3225806451612903","0.166667","Seed Code: TP-18-2-UT (HAKUREI) - 60.0 bed feet","1","nelsonw","1","2019-12-31",
"1298","2019-05-07","BEET","O","185","3","555","0.9946236559139785","0.166667","Seed Code: BT-19-1-OG (DETROIT DARK RED) - 185.0 bed feet","1","nelsonw","1","2019-12-31",
"1299","2019-05-07","CARROT","O","280","3","840","1.5053763440860215","0.166667","Seed Code: CT-18-2-UT (HERCULES) - 280.0 bed feet","1","nelsonw","1","2019-12-31",
"1300","2019-05-07","BEAN","O","90","2","180","0.4838709677419355","0.166667","Seed Code: BN-18-3-OG (E-Z PICK) - 30.0 bed feet;Seed Code: BN-18-4-OG (RODCOR) - 30.0 bed feet;Seed Code: BN-19-3-OG (ROYAL BURGUNDY) - 30.0 bed feet","1","nelsonw","1","2019-12-31",
"1301","2019-05-22","SPINACH","N","135","3","405","0.8709677419354839","0.166667","Seed Code: SH-18-1-UT (SPACE) - 135.0 bed feet","1","nelsonw","1","2019-12-31",
"1302","2019-05-22","HERB - CILANTRO","N","20","3","60","0.12903225806451613","0.0833333","Seed Code: HO-17-1-OG (DCF CILANTRO) - 20.0 bed feet","1","nelsonw","1","2019-12-31",
"1303","2019-05-22","HERB - DILL","N","20","1","20","0.12903225806451613","0.0833333","Seed Code: HL-19-1-OG (BOUQUET) - 20.0 bed feet","1","nelsonw","1","2019-12-31",
"1304","2019-05-22","LETTUCE, MES MIX","N","144","3","432","0.9290322580645162","0.166667","mixed varieties ;Seed Code: LX-18-2-OG (RED SALAD BOWL) - 48.0 bed feet;Seed Code: LX-18-3-UT (TANGO) - 48.0 bed feet;Seed Code: LX-18-4-OG (FLASHY TROUT) - 48.0 bed feet","1","nelsonw","1","2019-12-31",
"1305","2019-05-22","RADISH","N","30","3","90","0.1935483870967742","0.0833333","Seed Code: RH-18-4-OG (PINK BEAUTY) - 30.0 bed feet","1","nelsonw","1","2019-12-31",
"1306","2019-05-22","BEET","N","175","3","525","1.1290322580645162","0.25","Seed Code: BT-19-1-OG (DETROIT DARK RED) - 175.0 bed feet","1","nelsonw","1","2019-12-31",
"1307","2019-05-22","CARROT","N","265","3","795","1.7096774193548387","0.166667","Seed Code: CT-18-1-UT (ROMANCE) - 265.0 bed feet","1","nelsonw","1","2019-12-31",
"1308","2019-05-22","BEAN","N","90","2","180","0.5806451612903226","0.166667","Seed Code: BN-18-3-OG (E-Z PICK) - 30.0 bed feet;Seed Code: BN-18-4-OG (RODCOR) - 30.0 bed feet;Seed Code: BN-19-3-OG (ROYAL BURGUNDY) - 30.0 bed feet","1","nelsonw","1","2019-12-31",
"1309","2019-05-22","CORN, SWEET","U","400","2","800","1.0498687664041995","0.166667","Seed Code: CT-19-3-OG (NATURAL SWEET XR) - 400.0 bed feet","1","nelsonw","1","2019-12-31",
"1310","2019-05-26","CORN, SWEET","U","400","2","800","1.0498687664041995","0.25","Seed Code: CT-19-3-OG (NATURAL SWEET XR) - 400.0 bed feet","1","nelsonw","1","2019-12-31",
"1312","2019-05-27","CARROT","O","275","3","825","1.478494623655914","0.166667","Reseeded carrots due to poor germination ;Seed Code: CT-19-4-UT (ROMANCE) - 275.0 bed feet","1","nelsonw","1","2019-12-31",
"1313","2019-05-27","BEAN","O","90","2","180","0.4838709677419355","0.166667","Reseeded due to poor germination ;Seed Code: BN-18-3-OG (E-Z PICK) - 30.0 bed feet;Seed Code: BN-18-4-OG (RODCOR) - 30.0 bed feet;Seed Code: BN-19-3-OG (ROYAL BURGUNDY) - 30.0 bed feet","1","nelsonw","1","2019-12-31",
"1311","2019-05-29","SWEET POTATO","V","1000","1","1000","3.7313432835820897","6","1000 ft of Beauregard sweet potato  ;Seed Code: N/A (No Variety) - 1000.0 bed feet","1","nelsonw","1","2019-12-31",
"1314","2019-05-30","SWEET POTATO","V","230","2","460","0.8582089552238806","3.33333","Murasaki 500 plants;Seed Code: N/A (No Variety) - 230.0 bed feet","1","nelsonw","1","2019-12-31",
"1315","2019-06-04","CARROT","L","250","3","750","0.8710801393728222","0.333333","Planet Jr. Seed Plate 13;Seed Code: CT-19-4-UT (ROMANCE) - 250.0 bed feet","1","nelsonw","1","2019-12-31",
"1316","2019-06-04","BEET","L","180","3","540","0.627177700348432","0.25","Planet Jr. Seed Plate 21;Seed Code: BT-19-1-OG (DETROIT DARK RED) - 180.0 bed feet","1","nelsonw","1","2019-12-31",
"1317","2019-06-04","PARSNIP","L","500","3","1500","1.7421602787456445","0.5","Planet Jr. Seed Plate 26;Seed Code: PP-19-1-OG (WHITE SPEAR) - 500.0 bed feet","1","nelsonw","1","2019-12-31",
"1318","2019-06-05","BEAN","L","105","3","315","0.36585365853658536","0.25","Planet Jr. Seed Plate 36;Seed Code: BN-19-2-OG (E-Z PICK) - 35.0 bed feet;Seed Code: BN-18-4-OG (RODCOR) - 35.0 bed feet;Seed Code: BN-19-3-OG (ROYAL BURGUNDY) - 35.0 bed feet","1","nelsonw","1","2019-12-31",
"1319","2019-06-05","LETTUCE, MES MIX","L","126","3","378","0.43902439024390244","0.166667","Mix of all varieties ;
Planet Jr. Seed Plate 11;Seed Code: LX-17-3-UT (TANGO) - 42.0 bed feet;Seed Code: LX-17-4-UT (SALAD BOWL) - 42.0 bed feet;Seed Code: LX-18-2-OG (RED SALAD BOWL) - 42.0 bed feet","1","nelsonw","1","2019-12-31",
"1320","2019-06-05","RADISH","L","25","3","75","0.08710801393728224","0.0833333","Planet Jr. Seed Plate 9;Seed Code: RH-18-1-OG (RUDOLF) - 25.0 bed feet","1","nelsonw","1","2019-12-31",
"1321","2019-06-05","CORN, SWEET","U","750","2","1500","1.968503937007874","0.333333","Reseeded Sweet Corn 1/2;
Planet Jr. Seed Plate 35;Seed Code: CT-19-1-UT (BODACIOUS) - 750.0 bed feet","1","nelsonw","1","2019-12-31",
"1322","2019-06-05","CORN, SWEET","U","200","2","400","0.5249343832020997","0.0166667","Planet Jr. Seed Plate 32;Seed Code: CT-19-2-OG (ROY'S CALAIS FLINT CORN) - 200.0 bed feet","1","nelsonw","1","2019-12-31",
"1323","2019-06-06","SWEET POTATO","V","230","1","230","0.8582089552238806","0.416667","Transplanted sweet potatoes grown on farm. ;Seed Code: N/A (No Variety) - 230.0 bed feet","1","nelsonw","1","2019-12-31",
"1324","2019-06-12","BEAN","L","105","2","210","0.36585365853658536","0.25","Seed Code: BN-19-2-OG (E-Z PICK) - 35.0 bed feet;Seed Code: BN-19-3-OG (ROYAL BURGUNDY) - 35.0 bed feet;Seed Code: BN-19-4-OG (RODCOR) - 35.0 bed feet","1","nelsonw","1","2019-12-31",
"1325","2019-06-24","BEAN","K","90","2","180","0.31690140845070425","0.25","PJ seed plate 36;Seed Code: BN-19-3-OG (ROYAL BURGUNDY) - 30.0 bed feet;Seed Code: BN-19-4-OG (RODCOR) - 30.0 bed feet;Seed Code: BN-19-2-OG (E-Z PICK) - 30.0 bed feet","1","nelsonw","1","2019-12-31",
"1326","2019-06-24","BEET","K","160","3","480","0.5633802816901409","0.166667","PJ seed plate 21;Seed Code: BT-19-1-OG (DETROIT DARK RED) - 160.0 bed feet","1","nelsonw","1","2019-12-31",
"1327","2019-06-24","CARROT","K","500","3","1500","1.7605633802816902","0.333333","PJ seed plate 13;Seed Code: CT-19-4-UT (ROMANCE) - 500.0 bed feet","1","nelsonw","1","2019-12-31",
"1328","2019-06-24","LETTUCE, MES MIX","K","144","3","432","0.5070422535211268","0.25","PJ seed plate 11;Seed Code: LX-17-3-UT (TANGO) - 48.0 bed feet;Seed Code: LX-17-4-UT (SALAD BOWL) - 48.0 bed feet;Seed Code: LX-18-2-OG (RED SALAD BOWL) - 48.0 bed feet","1","nelsonw","1","2019-12-31",
"1329","2019-06-24","HERB - DILL","K","30","3","90","0.1056338028169014","0.0833333","PJ seed plate 18;Seed Code: HL-19-1-OG (BOUQUET) - 30.0 bed feet","1","nelsonw","1","2019-12-31",
"1330","2019-06-24","HERB - CILANTRO","K","30","3","90","0.1056338028169014","0.0833333","PJ seed plate 21;Seed Code: HO-16-1-OG (DCF CILANTRO) - 30.0 bed feet","1","nelsonw","1","2019-12-31",
"1331","2019-06-24","RADISH","K","25","3","75","0.0880281690140845","0.166667","PJ seed plate 9;Seed Code: RH-18-1-OG (RUDOLF) - 25.0 bed feet","1","nelsonw","1","2019-12-31",
"1332","2019-06-27","CORN, SWEET","K","500","2","1000","1.7605633802816902","0.333333","Seed Code: CT-19-1-UT (BODACIOUS) - 500.0 bed feet","1","nelsonw","1","2019-12-31",
"1335","2019-07-02","BEET","J","150","3","450","0.5244755244755245","0.0166667","Seed Code: BT-19-1-OG (DETROIT DARK RED) - 150.0 bed feet","1","nelsonw","1","2019-12-31",
"1336","2019-07-02","CARROT","J","440","3","1320","1.5384615384615385","0.0166667","PJ plate 10;Seed Code: CT-19-2-UT (HERCULES) - 440.0 bed feet","1","nelsonw","1","2019-12-31",
"1337","2019-07-02","HERB - CILANTRO","K","30","3","90","0.1056338028169014","0.0166667","Seed Code: HO-16-1-OG (DCF CILANTRO) - 30.0 bed feet","1","nelsonw","1","2019-12-31",
"1338","2019-07-02","HERB - DILL","K","30","3","90","0.1056338028169014","0.0166667","Seed Code: HL-19-1-OG (BOUQUET) - 30.0 bed feet","1","nelsonw","1","2019-12-31",
"1339","2019-07-02","LETTUCE, MES MIX","J","99","3","297","0.34615384615384615","0.0166667","Mixed varieties ;Seed Code: LX-17-3-UT (TANGO) - 33.0 bed feet;Seed Code: LX-17-4-UT (SALAD BOWL) - 33.0 bed feet;Seed Code: LX-18-2-OG (RED SALAD BOWL) - 33.0 bed feet","1","nelsonw","1","2019-12-31",
"1333","2019-07-04","CORN, SWEET","J","500","2","1000","1.7482517482517483","0.0166667","Seed Code: CT-19-1-UT (BODACIOUS) - 500.0 bed feet","1","nelsonw","1","2019-12-31",
"1334","2019-07-04","BEAN","J","75","2","150","0.26223776223776224","0.0166667","Seed Code: BN-19-2-OG (E-Z PICK) - 25.0 bed feet;Seed Code: BN-19-3-OG (ROYAL BURGUNDY) - 25.0 bed feet;Seed Code: BN-18-4-OG (RODCOR) - 25.0 bed feet","1","nelsonw","1","2019-12-31",
"1340","2019-07-16","BEET","Z","400","3","1200","1.4184397163120568","0.0166667","Storage Beets;Seed Code: BT-19-2-OG (RHONDA) - 400.0 bed feet","1","nelsonw","1","2019-12-31",
"1341","2019-07-16","CARROT","Z","700","3","2100","2.482269503546099","0.0166667","Storage carrots ;Seed Code: CT-19-3-OG (DOLCIVA) - 700.0 bed feet","1","nelsonw","1","2019-12-31",
"1342","2019-07-16","LETTUCE, MES MIX","Z","198","3","594","0.7021276595744681","0.0166667","Mixed varieties ;
200 BF;Seed Code: LX-17-3-UT (TANGO) - 66.0 bed feet;Seed Code: LX-17-4-UT (SALAD BOWL) - 66.0 bed feet;Seed Code: LX-18-2-OG (RED SALAD BOWL) - 66.0 bed feet","1","nelsonw","1","2019-12-31",
"1343","2019-07-16","BEAN","Z","60","2","120","0.2127659574468085","0.0166667","Seed Code: BN-19-2-OG (E-Z PICK) - 20.0 bed feet;Seed Code: BN-19-3-OG (ROYAL BURGUNDY) - 20.0 bed feet;Seed Code: BN-18-4-OG (RODCOR) - 20.0 bed feet","1","nelsonw","1","2019-12-31",
"1344","2019-07-16","BEAN","Z","60","2","120","0.2127659574468085","0.0166667","Seed Code: BN-19-2-OG (E-Z PICK) - 20.0 bed feet;Seed Code: BN-19-3-OG (ROYAL BURGUNDY) - 20.0 bed feet;Seed Code: BN-18-4-OG (RODCOR) - 20.0 bed feet","1","nelsonw","1","2019-12-31",
"1345","2019-07-22","GARLIC","ALF 4","500","3","1500","1.4285714285714286","0.0166667","Seed Code: N/A (No Variety) - 500.0 bed feet","1","halpinj","1","2019-12-31",
"1346","2019-07-29","SPINACH","W","300","3","900","0.8174386920980926","0.0166667","Seed Code: SH-19-1-OG (CORVAIR) - 300.0 bed feet","1","nelsonw","1","2019-12-31",
"1347","2019-07-29","HERB - DILL","W","25","3","75","0.0681198910081744","0.0166667","Seed Code: HL-19-1-OG (BOUQUET) - 25.0 bed feet","1","nelsonw","1","2019-12-31",
"1348","2019-07-29","HERB - CILANTRO","W","25","3","75","0.0681198910081744","0.0166667","Seed Code: HO-17-1-OG (DCF CILANTRO) - 25.0 bed feet","1","nelsonw","1","2019-12-31",
"1349","2019-07-29","BEAN","W","90","3","270","0.2452316076294278","0.0166667","30 BF EZ pick;
30 BF Royal Burgundy;
30 BF Rodcor;
;Seed Code: BN-19-2-OG (E-Z PICK) - 90.0 bed feet","1","nelsonw","1","2019-12-31",
"1351","2019-08-05","BEET","X","200","3","600","0.6309148264984227","0.0166667","Seed Code: BT-17-2-OG (RED ACE) - 200.0 bed feet","1","nelsonw","1","2019-12-31",
"1352","2019-08-05","CARROT","X","725","3","2175","2.2870662460567823","0.0166667","Seed Code: CT-19-2-UT (HERCULES) - 725.0 bed feet","1","nelsonw","1","2019-12-31",
"1353","2019-08-05","TURNIP","X","145","3","435","0.45741324921135645","0.0166667","Seed Code: TP-18-1-OG (PURPLE TOP) - 145.0 bed feet","1","nelsonw","1","2019-12-31",
"1354","2019-08-05","SPINACH","X","290","3","870","0.9148264984227129","0.0166667","Seed Code: SH-19-1-OG (CORVAIR) - 290.0 bed feet","1","nelsonw","1","2019-12-31",
"1355","2019-08-05","LETTUCE, MES MIX","X","200","3","600","0.6309148264984227","0.0166667","Mixed tango, red salad bowl, green salad bowl;Seed Code: LX-17-4-UT (SALAD BOWL) - 200.0 bed feet","1","nelsonw","1","2019-12-31",
"1356","2019-08-05","RADISH","X","45","3","135","0.14195583596214512","0.0166667","Seed Code: RH-18-2-OG (WATERMELON) - 45.0 bed feet","1","nelsonw","1","2019-12-31",
"1357","2019-08-05","RADISH DAIKON","X","44","3","132","0.138801261829653","0.0166667","Seed Code: RN-19-1-UT (KN-BRAVO) - 22.0 bed feet;Seed Code: RN-17-1-UT (MIYASHIGE) - 22.0 bed feet","1","nelsonw","1","2019-12-31",
"1403","2019-08-05","BEAN","X","60","2","120","0.1892744479495268","0.0166667","Seed Code: BN-19-10-UT (DULCINA) - 60.0 bed feet","1","nelsonw","1","2019-12-31",
"1358","2019-08-13","LETTUCE, MES MIX","Y","275","3","825","0.9322033898305084","0.0166667","Lettuce mix-tango, red salad bowl, Salad bowl;Seed Code: LX-17-3-UT (TANGO) - 275.0 bed feet","1","nelsonw","1","2019-12-31",
"1359","2019-08-13","SPINACH","Y","275","3","825","0.9322033898305084","0.0166667","Seed Code: SH-19-2-UT (GAZELLE) - 275.0 bed feet","1","nelsonw","1","2019-12-31",
"1360","2019-08-13","BEET","Y","220","3","660","0.7457627118644068","0.0166667","Seed Code: BT-17-1-UT (ZEPPO) - 220.0 bed feet","1","nelsonw","1","2019-12-31",
"1361","2019-08-13","HERB - DILL","Y","30","3","90","0.1016949152542373","0.0166667","Seed Code: HL-19-1-OG (BOUQUET) - 30.0 bed feet","1","nelsonw","1","2019-12-31",
"1362","2019-08-13","HERB - CILANTRO","Y","30","3","90","0.1016949152542373","0.0166667","Seed Code: HO-16-1-OG (DCF CILANTRO) - 30.0 bed feet","1","nelsonw","1","2019-12-31",
"1363","2019-08-13","TURNIP","Y","200","3","600","0.6779661016949152","0.0166667","Seed Code: TP-18-1-OG (PURPLE TOP) - 200.0 bed feet","1","nelsonw","1","2019-12-31",
"1364","2019-08-13","RADISH","Y","25","3","75","0.0847457627118644","0.0166667","Seed Code: RH-18-1-OG (RUDOLF) - 25.0 bed feet","1","nelsonw","1","2019-12-31",
"1365","2019-08-13","RADISH DAIKON","Y","50","3","150","0.1694915254237288","0.0166667","Seed Code: RN-19-1-UT (KN-BRAVO) - 25.0 bed feet;Seed Code: RN-17-1-UT (MIYASHIGE) - 25.0 bed feet","1","nelsonw","1","2019-12-31",
"1370","2019-08-20","LETTUCE, MES MIX","ALF 4","200","3","600","0.5714285714285714","0.0166667","Custom Seed mix;Seed Code: LX-17-3-UT (TANGO) - 200.0 bed feet","1","nelsonw","1","2019-12-31",
"1371","2019-08-20","RADISH","ALF 4","130","3","390","0.37142857142857144","0.0166667","Seed Code: RH-18-3-UT (NERO TONDO) - 50.0 bed feet;Seed Code: RH-19-3-OG (WATERMELON) - 50.0 bed feet;Seed Code: RH-17-3-OG (RUDOLF) - 30.0 bed feet","1","nelsonw","1","2019-12-31",
"1372","2019-08-20","CARROT","ALF 4","660","3","1980","1.8857142857142857","0.0166667","Seed Code: CT-19-6-OG (NAPOLI) - 660.0 bed feet","1","nelsonw","1","2019-12-31",
"1373","2019-08-28","SPINACH","ALF 4","250","3","750","0.7142857142857143","0.0166667","Seed Code: SH-19-2-UT (GAZELLE) - 250.0 bed feet","1","nelsonw","1","2019-12-31",
"1374","2019-08-28","RADISH DAIKON","ALF 4","70","3","210","0.2","0.0166667","Seed Code: RN-17-1-UT (MIYASHIGE) - 35.0 bed feet;Seed Code: RN-17-2-OG (ALPINE) - 35.0 bed feet","1","nelsonw","1","2019-12-31",
